링크ID,위험도,위험등급,시군구,읍면동,도로명,도로길이_m,차로수_편도,사고건수,사망자수,중상자수,경상자수,부상신고자수
1120004905,11.67,3,서대문구,대신동,성산로,303,3,16,0,5,17,5
1120004906,0.43,1,서대문구,대신동,성산로,337,1,3,0,1,2,0
1120005001,2.25,1,서대문구,대신동,성산로,55,5,2,0,1,1,0
1120005002,13.98,3,서대문구,대신동,성산로,197,4,13,0,4,24,7
1120005003,11.75,3,서대문구,대신동,성산로,303,3,16,0,5,15,0
1120005004,0.20,1,서대문구,대신동,성산로,339,2,2,0,0,5,0
1120005101,2.89,1,서대문구,연희동,성산로,288,3,7,0,2,10,0
1120005102,11.32,3,서대문구,연희동,성산로,260,4,15,0,2,28,1
1120005103,19.46,3,서대문구,연희동,성산로,396,4,17,2,5,14,4
1120005104,4.79,2,서대문구,연희동,성산로,279,3,7,0,3,9,1
1120005202,1.09,1,서대문구,연희동,성산로,258,4,5,0,1,6,0
1120005203,4.24,2,서대문구,연희동,성산로,405,4,12,0,3,12,4
1120005204,5.29,2,서대문구,연희동,성산로,281,3,4,1,2,3,1
1120005205,2.06,1,서대문구,연희동,성산로,83,2,3,0,1,4,0
1120005206,2.43,1,서대문구,연희동,성산로,201,2,3,0,2,3,0
1120005301,8.53,2,서대문구,연희동,연희로,185,3,11,0,3,11,1
1120005302,29.64,4,서대문구,연희동,연희로,206,2,10,1,8,9,1
1120005303,2.88,1,서대문구,연희동,연희로,215,2,9,0,1,10,2
1120005401,3.84,2,서대문구,연희동,연희로,185,3,9,0,2,6,8
1120005402,17.41,3,서대문구,연희동,연희로,206,2,12,1,5,6,2
1120005403,5.92,2,서대문구,연희동,연희로,215,2,8,0,3,8,1
1120005700,42.32,4,서대문구,남가좌동,수색로,372,3,18,1,11,15,0
1120005800,16.51,3,서대문구,남가좌동,수색로,372,4,18,0,7,15,4
1120005901,0.45,1,서대문구,연희동,홍제천로인접길,120,1,2,0,0,4,0
1120005902,4.42,2,서대문구,연희동,홍제천로인접길,59,1,2,0,2,4,0
1120005903,2.15,1,서대문구,연희동,홍제천로,111,1,4,0,1,6,1
1120005904,0.74,1,서대문구,연희동,홍제천로,296,1,4,0,1,5,1
1120006001,0.00,1,서대문구,연희동,홍제천로인접길,119,1,0,0,0,0,0
1120006002,1.98,1,서대문구,연희동,홍제천로인접길,59,1,1,0,1,0,0
1120006003,0.00,1,서대문구,연희동,홍제천로,111,1,0,0,0,0,0
1120006004,0.00,1,서대문구,연희동,홍제천로,296,1,0,0,0,0,0
1120006101,1.59,1,서대문구,남가좌동,모래내로,108,2,3,0,1,4,0
1120006102,0.39,1,서대문구,남가좌동,모래내로,52,3,1,0,0,3,0
1120006103,1.12,1,서대문구,연희동,모래내로,441,2,4,0,2,2,0
1120006201,0.00,1,서대문구,남가좌동,모래내로,107,1,0,0,0,0,0
1120006203,0.90,1,서대문구,연희동,모래내로,494,2,8,0,1,9,3
1120006301,0.00,1,서대문구,대신동,성산로,59,2,0,0,0,0,0
1120006302,1.19,1,서대문구,신촌동,성산로,104,1,2,0,1,1,0
1120006303,2.10,1,서대문구,신촌동,성산로,153,2,6,0,1,6,1
1120006304,0.05,1,서대문구,현저동,성산로,581,2,2,0,0,2,0
1120006305,1.09,1,서대문구,현저동,성산로,144,3,3,0,1,3,0
1120006306,0.47,1,서대문구,현저동,성산로,246,1,1,0,1,0,1
1120006307,0.33,1,서대문구,현저동,성산로,42,3,1,0,0,2,0
1120006308,1.98,1,서대문구,현저동,성산로,82,3,3,0,1,3,0
1120006401,1.38,1,서대문구,대신동,성산로,59,1,3,0,0,4,1
1120006402,0.00,1,서대문구,신촌동,성산로,104,1,0,0,0,0,0
1120006403,0.28,1,서대문구,신촌동,성산로,147,2,2,0,0,3,0
1120006404,0.02,1,서대문구,현저동,성산로,578,2,1,0,0,2,0
1120006405,0.00,1,서대문구,영천동,성산로,140,3,0,0,0,0,0
1120006406,1.38,1,서대문구,영천동,성산로,253,3,1,0,3,0,0
1120006407,0.00,1,서대문구,영천동,성산로,43,4,0,0,0,0,0
1120006408,6.09,2,서대문구,현저동,성산로,80,4,2,0,4,3,1
1120006501,18.68,3,서대문구,연희동,증가로,253,2,11,0,6,11,2
1120006502,12.97,3,서대문구,연희동,증가로,549,2,21,1,7,19,1
1120006503,1.58,1,서대문구,연희동,증가로,81,2,2,0,1,1,0
1120006601,1.86,1,서대문구,연희동,증가로,253,2,3,0,2,0,1
1120006602,2.03,1,서대문구,연희동,증가로,549,2,6,0,3,3,1
1120006603,0.35,1,서대문구,연희동,증가로,81,2,2,0,0,2,0
1120006900,16.31,3,서대문구,북가좌동,수색로,762,3,28,1,9,19,3
1120007000,8.05,2,서대문구,북가좌동,수색로,759,4,14,1,7,6,4
1120007101,2.20,1,서대문구,연희동,연희로,182,2,6,0,1,8,0
1120007102,9.84,2,서대문구,연희동,연희로,389,2,10,0,6,9,3
1120007103,2.55,1,서대문구,연희동,연희로,284,2,10,0,2,6,3
1120007104,16.42,3,서대문구,연희동,연희로,97,2,7,0,4,9,3
1120007201,3.13,2,서대문구,연희동,연희로,182,2,5,0,2,5,0
1120007202,2.84,1,서대문구,연희동,연희로,393,2,6,0,3,2,1
1120007203,1.73,1,서대문구,연희동,연희로,287,2,3,0,2,2,0
1120007204,0.43,1,서대문구,연희동,연희로,96,2,2,0,0,3,0
1120007300,1.03,1,서대문구,북가좌동,수색로6길,617,1,10,0,1,9,2
1120007400,0.23,1,서대문구,남가좌동,수색로6길,618,1,4,0,0,5,0
1120007500,0.00,1,서대문구,연희동,홍제천로,552,1,0,0,0,0,0
1120007600,0.27,1,서대문구,연희동,홍제천로,554,1,3,0,1,2,0
1120007701,1.87,1,서대문구,연희동,모래내로15길,272,1,5,0,2,2,2
1120007702,10.54,3,서대문구,남가좌동,모래내로15길,189,1,7,0,4,3,1
1120007801,0.46,1,서대문구,연희동,모래내로15길,272,1,2,0,1,0,1
1120007802,0.72,1,서대문구,남가좌동,모래내로15길,188,1,2,0,1,2,0
1120007901,2.97,1,서대문구,연희동,모래내로,168,2,4,0,2,2,1
1120007902,4.27,2,서대문구,남가좌동,모래내로,405,2,9,0,4,8,1
1120008001,2.87,1,서대문구,연희동,모래내로,168,2,2,0,2,0,0
1120008002,0.32,1,서대문구,남가좌동,모래내로,403,2,2,0,1,1,1
1120008100,5.25,2,서대문구,남가좌동,거북골로,321,1,10,0,4,6,3
1120008200,1.55,1,서대문구,북가좌동,거북골로,315,1,3,0,2,1,0
1120008300,5.13,2,서대문구,연희동,증가로,85,2,6,0,1,9,0
1120008400,1.42,1,서대문구,연희동,증가로,85,2,1,0,1,0,0
1120008501,3.75,2,서대문구,북가좌동,수색로,33,4,2,0,1,1,0
1120008502,2.94,1,서대문구,북가좌동,수색로,42,4,2,0,1,1,0
1120008503,8.81,2,서대문구,북가좌동,수색로,355,3,15,0,5,14,3
1120008601,0.21,1,서대문구,북가좌동,수색로,33,3,1,0,0,1,0
1120008602,0.00,1,서대문구,북가좌동,수색로,42,3,0,0,0,0,0
1120008603,2.31,1,서대문구,북가좌동,수색로,355,3,8,0,2,8,0
1120008700,4.08,2,서대문구,북가좌동,응암로,517,2,9,0,4,7,0
1120008800,15.80,3,서대문구,북가좌동,응암로,518,2,21,2,5,13,4
1120008900,5.37,2,서대문구,북가좌동,거북골로,513,1,18,0,4,11,4
1120009000,0.46,1,서대문구,북가좌동,거북골로,505,1,5,0,1,4,1
1120009101,1.78,1,서대문구,남가좌동,거북골로,271,1,2,0,2,0,0
1120009102,1.08,1,서대문구,남가좌동,거북골로,137,1,4,0,1,1,3
1120009201,0.23,1,서대문구,남가좌동,거북골로,274,1,3,0,0,3,0
1120009202,27.83,4,서대문구,남가좌동,거북골로,136,1,9,0,6,6,1
1120009300,0.05,1,서대문구,연희동,홍제천로,500,2,1,0,0,4,0
1120009400,2.23,1,서대문구,연희동,홍제천로,500,2,5,0,3,2,1
1120009501,0.07,1,서대문구,남가좌동,모래내로,102,3,1,0,0,1,0
1120009502,2.04,1,서대문구,홍은동,모래내로,349,2,7,0,2,8,2
1120009601,1.15,1,서대문구,홍은동,모래내로,102,2,1,0,1,0,0
1120009602,0.36,1,서대문구,홍은동,모래내로,349,2,3,0,1,1,1
1120009701,6.74,2,서대문구,연희동,가좌로,211,3,4,0,4,3,1
1120009702,0.00,1,서대문구,연희동,가좌로,116,1,0,0,0,0,0
1120009703,34.10,4,서대문구,연희동,가좌로,55,3,5,0,4,1,0
1120009801,2.50,1,서대문구,연희동,가좌로,211,3,5,0,2,4,2
1120009802,0.06,1,서대문구,연희동,가좌로,116,1,1,0,0,1,0
1120009803,0.00,1,서대문구,연희동,가좌로,55,2,0,0,0,0,0
1120009901,50.33,4,서대문구,남가좌동,증가로,368,1,24,0,12,15,2
1120009902,3.68,2,서대문구,남가좌동,증가로,133,2,3,0,2,1,0
1120010001,3.30,2,서대문구,남가좌동,증가로,375,1,5,1,1,4,1
1120010002,0.97,1,서대문구,남가좌동,증가로,135,1,3,0,1,1,1
1120010100,3.13,2,서대문구,연희동,가좌로,101,3,8,0,1,5,3
1120010200,2.39,1,서대문구,연희동,가좌로,101,3,1,0,2,0,0
1120010301,1.95,1,서대문구,연희동,연희로,376,2,4,0,3,1,1
1120010302,0.10,1,서대문구,연희동,연희로,69,3,1,0,0,1,0
1120010401,2.78,1,서대문구,연희동,연희로,378,2,3,0,3,1,1
1120010402,7.36,2,서대문구,연희동,연희로,69,3,4,0,2,3,0
1120010501,1.34,1,서대문구,현저동,통일로,61,5,3,0,0,4,0
1120010502,0.71,1,서대문구,현저동,통일로,43,5,3,0,0,2,1
1120010505,39.60,4,서대문구,홍제동,통일로,174,3,17,0,7,19,5
1120010605,2.90,1,서대문구,홍제동,통일로,174,4,5,0,2,2,3
1120010702,0.21,1,서대문구,북가좌동,거북골로,32,2,1,0,0,1,0
1120010703,10.25,3,서대문구,북가좌동,거북골로,359,1,9,0,6,3,3
1120010802,0.00,1,서대문구,북가좌동,거북골로,32,2,0,0,0,0,0
1120010803,0.18,1,서대문구,북가좌동,거북골로,359,1,3,0,0,3,0
1120010901,0.11,1,서대문구,홍은동,연희로,276,1,3,0,0,2,1
1120010902,0.05,1,서대문구,홍은동,연희로,202,1,2,0,0,1,1
1120011001,0.42,1,서대문구,홍은동,연희로,279,1,1,0,1,0,0
1120011002,5.30,2,서대문구,홍은동,연희로,202,1,4,1,0,5,1
1120011101,19.04,3,서대문구,북가좌동,증가로,773,1,25,0,13,21,12
1120011102,0.16,1,서대문구,북가좌동,증가로,126,1,3,0,0,1,2
1120011201,0.17,1,서대문구,북가좌동,증가로,765,2,3,0,1,1,1
1120011202,0.06,1,서대문구,북가좌동,증가로,126,1,1,0,0,1,0
1120011301,13.20,3,서대문구,남가좌동,거북골로,450,1,21,0,6,16,2
1120011302,16.71,3,서대문구,홍은동,거북골로,211,1,13,0,5,10,2
1120011401,2.23,1,서대문구,남가좌동,거북골로,449,1,12,0,2,9,2
1120011402,2.38,1,서대문구,홍은동,거북골로,210,1,4,0,2,2,1
1120011500,25.54,4,서대문구,홍은동,가좌로,501,2,25,0,10,21,3
1120011600,6.44,2,서대문구,홍은동,가좌로,501,2,10,0,5,6,1
1120011701,2.85,1,서대문구,홍은동,모래내로,92,2,2,0,2,3,0
1120011702,2.32,1,서대문구,홍은동,모래내로,283,2,9,0,2,6,5
1120011703,0.00,1,서대문구,홍은동,모래내로,101,2,0,0,0,0,0
1120011704,0.00,1,서대문구,홍은동,모래내로,56,2,0,0,0,0,0
1120011705,20.87,4,서대문구,홍은동,모래내로,133,2,6,1,5,3,1
1120011801,0.04,1,서대문구,홍은동,모래내로,92,2,1,0,0,0,1
1120011802,1.70,1,서대문구,홍은동,모래내로,284,2,2,0,2,1,0
1120011803,1.26,1,서대문구,홍은동,모래내로,101,2,2,0,1,1,0
1120011804,0.13,1,서대문구,홍은동,모래내로,56,3,1,0,0,1,0
1120011805,1.39,1,서대문구,홍은동,모래내로,81,3,4,0,0,4,0
1120011806,0.13,1,서대문구,홍은동,모래내로,52,3,1,0,0,1,0
1120011901,5.27,2,서대문구,북가좌동,응암로,389,2,17,0,3,13,4
1120011902,22.28,4,서대문구,북가좌동,응암로,205,2,13,0,6,7,3
1120012001,7.61,2,서대문구,북가좌동,응암로,391,2,9,0,5,3,2
1120012002,2.31,1,서대문구,북가좌동,응암로,205,2,3,0,2,1,0
1120012101,1.05,1,서대문구,홍은동,연희로,118,2,2,0,1,1,0
1120012102,0.13,1,서대문구,홍은동,연희로,52,2,1,0,0,1,0
1120012200,17.82,3,서대문구,홍은동,연희로,170,2,7,0,6,9,3
1120012302,0.00,1,서대문구,북가좌동,증가로,38,2,0,0,0,0,0
1120012303,7.15,2,서대문구,북가좌동,증가로,268,1,15,1,1,10,6
1120012402,3.17,2,서대문구,북가좌동,증가로,38,2,1,0,1,0,0
1120012403,1.09,1,서대문구,북가좌동,증가로,268,1,6,0,1,6,1
1120012501,6.30,2,서대문구,홍은동,가좌로,190,2,7,0,3,4,0
1120012502,21.40,4,서대문구,홍은동,가좌로,343,2,14,0,8,12,0
1120012503,2.01,1,서대문구,홍은동,가좌로,60,2,1,0,1,0,1
1120012601,1.04,1,서대문구,홍은동,가좌로,190,2,6,0,1,3,3
1120012602,12.93,3,서대문구,홍은동,가좌로,343,2,12,0,6,8,2
1120012603,17.52,3,서대문구,홍은동,가좌로,60,2,3,0,3,0,1
1120012701,0.00,1,서대문구,홍은동,모래내로,49,2,0,0,0,0,0
1120012702,0.00,1,서대문구,홍제동,모래내로,88,3,0,0,0,0,0
1120012703,0.49,1,서대문구,홍제동,모래내로,623,1,5,0,2,3,1
1120012704,0.29,1,서대문구,홍제동,모래내로,360,1,6,0,0,3,4
1120012801,10.71,3,서대문구,홍제동,모래내로,138,2,10,0,3,8,1
1120012802,2.35,1,서대문구,홍제동,모래내로,623,1,9,0,3,9,0
1120012803,6.03,2,서대문구,홍제동,모래내로,359,1,14,0,3,14,0
1120012901,33.30,4,서대문구,북가좌동,응암로,381,3,14,0,12,3,2
1120013001,6.01,2,서대문구,북가좌동,응암로,381,2,9,1,3,7,2
1120013102,3.42,2,서대문구,홍은동,연희로,319,2,5,0,3,3,0
1120013103,0.00,1,서대문구,홍은동,연희로,176,2,0,0,0,0,0
1120013104,0.46,1,서대문구,홍은동,연희로,268,3,2,0,1,1,0
1120013105,7.06,2,서대문구,홍은동,연희로,68,2,4,0,2,0,2
1120013106,7.11,2,서대문구,홍은동,연희로,47,2,5,0,1,8,0
1120013107,1.03,1,서대문구,홍은동,연희로,486,2,5,0,2,2,3
1120013201,0.07,1,서대문구,홍은동,연희로,47,2,1,0,0,0,1
1120013202,0.48,1,서대문구,홍은동,연희로,485,2,5,0,1,4,0
1120013203,2.09,1,서대문구,홍은동,연희로,312,3,6,0,2,6,5
1120013204,0.00,1,서대문구,홍은동,연희로,174,2,0,0,0,0,0
1120013205,0.84,1,서대문구,홍은동,연희로,268,3,5,0,1,4,0
1120013206,0.91,1,서대문구,홍은동,연희로,67,3,3,0,0,3,0
1120013301,14.10,3,서대문구,홍제동,통일로,269,3,12,0,6,7,1
1120013302,72.17,4,서대문구,홍제동,통일로,420,3,43,0,14,39,7
1120013304,37.54,4,서대문구,홍제동,통일로,27,3,2,1,0,2,1
1120013305,24.34,4,서대문구,홍제동,통일로,45,3,5,0,3,1,1
1120013401,11.64,3,서대문구,홍제동,통일로,270,3,12,1,4,5,4
1120013402,10.96,3,서대문구,홍제동,통일로,417,3,20,0,5,18,4
1120013404,8.93,2,서대문구,홍제동,통일로,27,6,1,0,2,4,0
1120013405,6.37,2,서대문구,홍제동,통일로,45,6,4,0,2,3,1
1120013501,2.27,1,서대문구,홍은동,세검정로,72,3,4,0,0,6,0
1120013502,1.43,1,서대문구,홍은동,세검정로,158,2,5,0,1,4,0
1120013503,0.16,1,서대문구,홍제동,세검정로,85,2,2,0,0,1,2
1120013504,5.30,2,서대문구,홍제동,세검정로,264,2,11,0,3,7,2
1120013505,12.43,3,서대문구,홍제동,세검정로,123,2,6,1,2,3,0
1120013506,2.78,1,서대문구,홍제동,세검정로,42,2,1,0,1,0,0
1120013601,0.09,1,서대문구,홍은동,세검정로,72,2,1,0,0,1,0
1120013602,0.02,1,서대문구,홍제동,세검정로,151,2,1,0,0,0,1
1120013603,2.38,1,서대문구,홍제동,세검정로,86,2,4,0,1,4,0
1120013604,18.42,3,서대문구,홍제동,세검정로,278,3,15,1,6,10,5
1120013605,1.08,1,서대문구,홍제동,세검정로,125,3,2,0,1,2,0
1120013606,0.17,1,서대문구,홍제동,세검정로,42,3,1,0,0,1,0
1120013607,0.00,1,서대문구,홍제동,세검정로,25,2,0,0,0,0,0
1120013701,0.86,1,서대문구,홍은동,통일로,65,5,2,0,0,4,0
1120013703,16.82,3,서대문구,홍은동,통일로,388,4,15,0,8,15,3
1120013704,1.48,1,서대문구,홍은동,통일로,244,3,7,0,1,10,4
1120013801,2.29,1,서대문구,홍은동,통일로,63,4,2,0,1,4,3
1120013803,2.27,1,서대문구,홍은동,통일로,392,3,6,0,3,7,0
1120013804,0.34,1,서대문구,홍은동,통일로,239,3,3,0,0,4,0
1120013901,12.39,3,서대문구,홍제동,세검정로,252,2,11,0,5,19,3
1120013902,3.36,2,서대문구,홍제동,세검정로,1079,2,11,0,7,10,3
1120014001,4.09,2,서대문구,홍제동,세검정로,227,2,10,0,2,9,1
1120014100,0.00,1,서대문구,창천동,신촌로,62,1,0,0,0,0,0
1120014200,1.72,1,서대문구,창천동,신촌로,57,1,2,0,0,7,0
1120014300,4.99,2,서대문구,창천동,연세로5길,231,2,6,0,3,3,0
1120014400,3.05,2,서대문구,창천동,연세로5길,242,1,9,0,2,6,1
1120014600,18.84,3,서대문구,대현동,신촌역로,94,2,15,0,3,11,5
1120014700,0.55,1,서대문구,창천동,연세로12길,218,1,1,0,1,0,0
1120014800,0.00,1,서대문구,창천동,연세로12길,219,1,0,0,0,0,0
1120014900,8.78,2,서대문구,창천동,연세로11길,449,1,19,1,4,13,5
1120015000,0.07,1,서대문구,창천동,연세로11길,430,1,3,0,0,2,1
1120015100,1.74,1,서대문구,충정로3가,충정로,75,1,2,0,1,2,0
1120015200,3.64,2,서대문구,신촌동,신촌역로,37,2,2,0,1,2,0
1120015300,0.00,1,서대문구,대신동,성산로,65,1,0,0,0,0,0
1120015400,0.00,1,서대문구,대신동,성산로,59,1,0,0,0,0,0
1120015500,0.06,1,서대문구,북아현동,북아현로11길,1028,1,3,0,0,3,0
1120015600,0.00,1,서대문구,북아현동,북아현로11길,1025,1,1,0,0,0,1
1120015700,0.56,1,서대문구,대현동,성산로,430,1,1,0,2,1,1
1120015800,0.02,1,서대문구,대신동,성산로,400,1,1,0,0,1,0
1120015901,0.00,1,서대문구,대신동,성산로,26,1,0,0,0,0,0
1120015902,0.00,1,서대문구,대신동,성산로,33,1,0,0,0,0,0
1120016000,1.58,1,서대문구,대신동,성산로,40,1,1,0,0,9,4
1120016100,1.15,1,서대문구,신촌동,성산로연희로26길사이,508,1,4,0,2,7,2
1120016200,0.31,1,서대문구,신촌동,성산로연희로26길사이,520,1,3,0,1,3,0
1120016500,0.49,1,서대문구,충정로2가,경기대로,651,1,6,0,1,7,1
1120016600,0.05,1,서대문구,충정로2가,경기대로,663,1,3,0,0,2,1
1120016700,0.00,1,서대문구,합동,충정로6길,406,1,0,0,0,0,0
1120016800,0.00,1,서대문구,미근동,충정로6길,408,1,0,0,0,0,0
1120016900,2.98,1,서대문구,대신동,성산로연희로26길사이,197,1,5,0,2,5,3
1120017000,0.00,1,서대문구,대신동,성산로연희로26길사이,180,1,0,0,0,0,0
1120017100,1.11,1,서대문구,연희동,연희로,140,3,4,0,1,2,3
1120017200,1.18,1,서대문구,북아현동,경기대로9길,466,1,6,0,2,3,1
1120017300,0.01,1,서대문구,북아현동,경기대로9길,477,1,1,0,0,0,1
1120017400,0.00,1,서대문구,연희동,연희로5길,175,1,0,0,0,0,0
1120017500,0.00,1,서대문구,연희동,연희로5길,174,1,0,0,0,0,0
1120017700,0.78,1,서대문구,연희동,성산로,181,2,3,0,1,2,2
1120017800,0.44,1,서대문구,충정로2가,충정로9길,142,1,3,0,0,3,0
1120017900,0.00,1,서대문구,충정로2가,충정로9길,144,1,0,0,0,0,0
1120018100,0.30,1,서대문구,북아현동,북아현로22길,580,1,5,0,0,5,0
1120018200,0.02,1,서대문구,북아현동,북아현로22길,581,1,2,0,0,1,1
1120018300,0.00,1,서대문구,신촌동,성산로연희로26길사이,378,1,0,0,0,0,0
1120018400,0.00,1,서대문구,신촌동,성산로연희로26길사이,367,1,0,0,0,0,0
1120018500,2.86,1,서대문구,연희동,성산로,198,3,5,0,2,4,0
1120018800,0.00,1,서대문구,연희동,연희로,147,2,0,0,0,0,0
1120018900,0.00,1,서대문구,냉천동,독립문로8길,524,1,0,0,0,0,0
1120019000,0.90,1,서대문구,냉천동,독립문로8길,538,1,2,0,2,0,0
1120019200,0.56,1,서대문구,연희동,연희로5길,373,1,5,0,0,6,1
1120019300,1.36,1,서대문구,연희동,연희로5길,361,1,3,0,2,1,0
1120019400,72.66,4,서대문구,충정로2가,충정로,111,1,16,0,8,8,2
1120019500,1.48,1,서대문구,대신동,성산로,504,2,4,0,3,5,4
1120019600,0.04,1,서대문구,대신동,성산로,500,2,3,0,0,1,2
1120019700,7.17,2,서대문구,냉천동,경기대로,429,1,8,0,5,3,0
1120019800,0.46,1,서대문구,냉천동,경기대로,451,1,5,0,1,4,1
1120019900,3.31,2,서대문구,대신동,성산로,60,1,4,0,1,4,0
1120020000,0.11,1,서대문구,대신동,성산로,65,1,1,0,0,1,0
1120020300,42.21,4,서대문구,연희동,연희로11길,73,1,9,0,5,3,2
1120020400,0.19,1,서대문구,연희동,연희로11길,73,1,1,0,0,2,0
1120020500,5.27,2,서대문구,연희동,성산로,90,1,3,0,2,1,0
1120020600,2.27,1,서대문구,연희동,홍제천로,53,2,1,0,1,0,0
1120020701,35.58,4,서대문구,연희동,성산로,55,4,5,0,4,4,2
1120020702,5.15,2,서대문구,연희동,수색로,95,4,3,0,2,1,0
1120020801,0.12,1,서대문구,연희동,성산로,55,2,1,0,0,1,0
1120020802,1.29,1,서대문구,연희동,수색로,95,2,3,0,0,6,0
1120020900,0.06,1,서대문구,연희동,홍제천로,113,1,1,0,0,1,0
1120021000,0.07,1,서대문구,냉천동,통일로,106,1,1,0,0,1,0
1120021100,0.00,1,서대문구,냉천동,통일로,108,1,0,0,0,0,0
1120021200,0.00,1,서대문구,북아현동,북아현로,1202,1,0,0,0,0,0
1120021300,0.39,1,서대문구,북아현동,북아현로,1222,1,2,0,2,0,0
1120021400,0.00,1,서대문구,연희동,홍제천로,60,2,0,0,0,0,0
1120021500,0.00,1,서대문구,대신동,봉원사길,442,1,0,0,0,0,0
1120021600,1.05,1,서대문구,대신동,봉원사길,460,1,2,0,2,0,0
1120021700,1.84,1,서대문구,연희동,홍제천로,81,2,3,0,1,2,0
1120021800,0.10,1,서대문구,연희동,홍제천로,66,2,1,0,0,1,0
1120021900,0.00,1,서대문구,연희동,홍제천로인접길,36,1,0,0,0,0,0
1120022000,0.00,1,서대문구,연희동,홍제천로인접길,36,1,0,0,0,0,0
1120022300,6.51,2,서대문구,냉천동,독립문로,568,1,19,1,3,16,3
1120022400,0.92,1,서대문구,냉천동,독립문로,556,1,4,0,2,2,0
1120022500,0.03,1,서대문구,연희동,연희로11마길,1258,1,3,0,0,2,1
1120022600,0.00,1,서대문구,연희동,연희로11마길,1237,1,0,0,0,0,0
1120022700,3.25,2,서대문구,연희동,연희로25길,148,1,3,0,2,2,0
1120022800,7.36,2,서대문구,연희동,연희로25길,148,1,3,0,3,0,0
1120022900,42.49,4,서대문구,연희동,연희로,72,1,8,0,5,3,1
1120023000,0.00,1,서대문구,연희동,연희로,72,1,0,0,0,0,0
1120023300,2.84,2,서대문구,연희동,내부순환로,389,1,3,1,0,2,0
1120023600,0.08,1,서대문구,연희동,내부순환로,527,1,2,0,0,3,0
1120023700,0.13,1,서대문구,신촌동,연희로26길,1176,1,3,0,1,2,0
1120023800,0.02,1,서대문구,신촌동,연희로26길,1203,1,2,0,0,2,0
1120023900,14.37,3,서대문구,영천동,성산로,107,1,11,0,3,9,3
1120024000,0.30,1,서대문구,연희동,연희로25길,398,1,1,0,1,2,0
1120024100,0.02,1,서대문구,연희동,연희로25길,403,1,1,0,0,1,0
1120024200,1.90,1,서대문구,연희동,모래내로홍제천로사이,71,2,2,0,1,1,4
1120024300,1.68,1,서대문구,연희동,모래내로홍제천로사이,72,2,1,0,1,0,0
1120024400,11.04,3,서대문구,현저동,성산로,98,1,6,0,3,2,1
1120024500,0.01,1,서대문구,현저동,독립문공원길,746,1,1,0,0,1,0
1120024600,0.01,1,서대문구,현저동,독립문공원길,781,1,1,0,0,1,0
1120024700,3.90,2,서대문구,남가좌동,가재울로,129,1,5,0,2,1,2
1120024800,0.00,1,서대문구,남가좌동,가재울로,129,1,0,0,0,0,0
1120024900,0.98,1,서대문구,남가좌동,가재울로모래내로15길,240,1,6,0,1,4,1
1120025000,0.00,1,서대문구,남가좌동,가재울로모래내로15길,240,1,0,0,0,0,0
1120025100,1.08,1,서대문구,남가좌동,가재울로,115,1,2,0,1,0,1
1120025200,1.11,1,서대문구,남가좌동,가재울로,115,1,2,0,1,1,0
1120025500,0.02,1,서대문구,남가좌동,가재울로4길,375,1,1,0,0,1,0
1120025600,0.17,1,서대문구,남가좌동,가재울로4길,375,1,3,0,0,3,0
1120025700,0.03,1,서대문구,남가좌동,가재울로,218,1,1,0,0,1,0
1120025800,0.03,1,서대문구,남가좌동,가재울로,222,1,1,0,0,1,0
1120025900,0.06,1,서대문구,연희동,가좌로,116,2,1,0,0,1,0
1120026000,0.00,1,서대문구,연희동,가좌로,116,2,0,0,0,0,0
1120026100,0.15,1,서대문구,연희동,연희로32길,871,1,3,0,1,1,1
1120026200,0.27,1,서대문구,연희동,연희로32길,900,1,1,0,2,0,0
1120026300,0.09,1,서대문구,남가좌동,증가로6길,484,1,2,0,0,3,0
1120026400,0.01,1,서대문구,홍은동,증가로6길,479,1,1,0,0,1,0
1120026500,0.32,1,서대문구,연희동,홍제천로,477,1,3,0,1,4,1
1120026600,0.01,1,서대문구,연희동,홍제천로,478,1,1,0,0,1,0
1120026700,0.04,1,서대문구,홍은동,모래내로,152,1,1,0,0,1,0
1120026800,0.02,1,서대문구,홍은동,모래내로,148,1,1,0,0,0,1
1120026900,0.05,1,서대문구,홍은동,백련사길,145,1,1,0,0,1,0
1120027000,1.07,1,서대문구,홍은동,백련사길,138,1,3,0,0,7,0
1120027100,56.47,4,서대문구,남가좌동,명지대길,109,1,13,0,7,7,1
1120027200,0.06,1,서대문구,홍은동,명지대길,111,1,1,0,0,1,0
1120027300,0.53,1,서대문구,홍은동,모래내로,229,1,1,0,1,6,0
1120027400,0.00,1,서대문구,홍은동,모래내로,222,1,0,0,0,0,0
1120027500,0.00,1,서대문구,북가좌동,불광천길,348,1,0,0,0,0,0
1120027600,0.43,1,서대문구,북가좌동,불광천길,343,1,4,0,1,2,1
1120027700,0.79,1,서대문구,북가좌동,증가로25길,211,1,4,0,1,3,1
1120027800,0.13,1,서대문구,북가좌동,증가로25길,211,1,2,0,0,2,0
1120027900,5.39,2,서대문구,북가좌동,응암로1길,303,1,7,1,2,4,0
1120028000,0.00,1,서대문구,북가좌동,응암로1길,303,1,0,0,0,0,0
1120028100,2.85,1,서대문구,홍은동,모래내로연희로연결길,41,1,1,0,1,0,0
1120028200,0.00,1,서대문구,홍은동,명지대2길,188,1,0,0,0,0,0
1120028300,1.86,1,서대문구,홍은동,명지대2길,185,1,7,0,0,7,1
