관측일자,,지점명,평균기온(℃),최저기온(℃),최대기온(℃),평균습도(%),최저습도(%),최고습도(%),평균풍속(m/s),최대풍속(m/s),강수량(mm)
20140825,서초,26.8,25,30.4,69.4,56.5,84.7,1.9,5.7,0,
20140825,성동,26.2,24.1,29.8,68.3,53.8,87,2.3,5.8,0,
20140825,성북,26.3,24.3,29.6,73,59.7,89,0.7,5.2,0,
20140825,송파,25.1,23.8,27.4,73,58.6,91.7,1.2,3.6,0,
20140825,양천,26.7,25,29.3,68.3,57.3,81.8,1.7,5.8,0,
20140825,영등포,26.7,24.7,29.8,72.2,60.3,86.8,0.4,4.6,0,
20140825,용산,26.7,24.9,29.7,70.2,59.1,84.3,2.1,5.5,0,
20140825,은평,26.3,24.6,29.2,61.1,52.2,74.2,1.5,5.1,0,
20140825,종로,27.1,25,30.3,70.3,57.8,84.7,1.2,4.6,0,
20140825,중구,25.6,23.6,28.2,73.7,62.9,88.8,1,3.8,0,
20140825,중랑,25.8,23.7,28.5,74.4,63.1,89.6,1.6,5.4,0,
20140826,강남,25.1,21.5,29.7,71.9,57.2,95.2,0.6,3.6,25.5,
20140826,강동,25.5,22.1,30,72.3,59.8,94.5,2.2,5.8,20,
20140826,강북,26,22.6,30.5,67.1,55.6,85.7,1.5,4.9,0,
20140826,강서,26.4,22.9,30.8,69.7,54.9,90.4,2.5,6.9,4.5,
20140826,관악,26,22.1,30.2,64.5,48.2,89.7,0.9,3.2,3.5,
20140826,광진,25.7,22.2,31,69.8,54.3,92,2.2,6.8,7.5,
20140826,구로,26.4,22.5,30.9,69.2,52.6,97.2,2.6,6.4,2.5,
20140826,금천,26.6,22.6,31.1,71.4,56.9,92.5,2.3,7.8,0,
20140826,남산,25.1,21.7,28.9,76.5,61.4,99.9,2,5.1,8.5,
20140826,노원,25.9,22.2,31.6,75.5,60.7,99.9,1.1,5.1,0.5,
20140826,도봉,25.5,21.1,30.9,72.2,58.3,92.2,0.4,3.6,0,
20140826,동대문,25.7,22.1,29.4,70.2,59.7,88.3,2.4,6.5,1.5,
20140826,동작,26,22.3,30.8,64.7,49.2,91.4,2,6.3,11.5,
20140826,마포,26.4,22.5,32.7,67.7,48.8,90,0.7,4.6,5,
20140826,서대문,25.6,22.2,31.1,71,51.9,93.1,2.6,8.2,5,
20140826,서초,26.9,23,31.9,64,47.4,99.9,1.8,5.8,1,
20140826,성동,25.7,21.7,30.6,64.9,48.2,91.1,2.2,6,16,
20140826,성북,25.9,22.4,30.8,69.3,55.9,87.9,0.7,4.3,0,
20140826,송파,25.6,21.1,30.6,69.7,53.8,93.2,1.4,6.2,22,
20140826,양천,26.6,22.2,32,64,48,93.2,1.3,6.4,18,
20140826,영등포,26.4,22.4,30.3,68.9,54.1,97.5,0.9,5.3,38.5,
20140826,용산,26.3,22.5,31.1,67.5,52.4,94,1.9,6.2,19.5,
20140826,은평,26,22.8,31,61,40.1,80.5,1.6,6.6,0,
20140826,종로,26.5,23,30.3,67.7,55.6,90.1,0.9,3.3,9,
20140826,중구,25,21.3,28.9,71,58.9,93.9,0.9,5.2,10.5,
20140826,중랑,25.2,21.8,29.3,70.9,60.1,88.6,2,5.6,2,
20140827,강남,24.3,21.4,28.2,68.9,56.7,82.2,0.7,2.8,0,
20140827,강동,24.8,21.8,28.4,69.2,58.9,82.7,1.7,4.7,0,
20140827,강북,24.9,21.3,29.6,65.2,48.9,79.3,1.4,3.9,0,
20140827,강서,25.5,21.4,29.5,66.9,51.6,82.4,3,5.8,0,
20140827,관악,25,21.6,29.3,62.3,46.4,77.8,0.9,2.9,0,
20140827,광진,24.8,21.6,29.1,66.9,54.4,79.6,2.5,5.7,0,
20140827,구로,25.1,22,28.9,67.9,52.2,83.6,3,5.5,0,
20140827,금천,25.4,21.9,33,70.9,45.9,84.7,2.4,4.8,0,
20140827,남산,24.1,20.6,28.8,75.7,59.3,99.9,1.9,4.6,0,
20140827,노원,24.8,21,29.6,74.1,55.5,96.5,1.2,3.4,0,
20140827,도봉,23.9,19.9,29,73.8,55.2,92.2,0.5,2.9,0,
20140827,동대문,24.8,21.4,28.7,67.9,55.8,84.5,2.4,4.6,0,
20140827,동작,25.2,22,29,61.4,47.2,74.9,2.2,4.6,0,
20140827,마포,25.2,22,29.3,64.9,52.5,79,1,3.4,0,
20140827,서대문,24.6,21.9,28.3,67.7,55.7,79.6,3.2,6.6,0,
20140827,서초,25.7,21.8,30.1,64,48.1,79.5,1.5,4.4,0,
20140827,성동,25.1,21.6,30.5,60.1,40.8,78.8,2.2,4.7,0,
20140827,성북,24.9,21.6,29.6,67.3,51.4,80.4,0.7,3.9,0,
20140827,송파,24.6,20.7,28.7,68.4,51.2,87.1,0.9,3,0,
20140827,양천,25.4,22.2,29.6,63.3,48.8,76.1,1.9,4.4,0,
20140827,영등포,25.5,22.4,29.4,65.6,52.5,77.5,1.9,4.8,0,
20140827,용산,25.4,22.1,29.7,64.6,50.9,77.6,2.1,4.9,0,
20140827,은평,25,21.9,29.2,58.4,45,72.5,2,5.4,0,
20140827,종로,25.7,22.4,30.7,64.4,48.5,76.8,1.1,3.3,0,
20140827,중구,24.3,21,28.2,67.4,54.8,81.8,0.8,3.9,0,
20140827,중랑,24.3,21.2,28.6,68.6,55.3,80.7,1.7,5.3,0,
20140828,강남,24.6,20.4,30.5,66.3,41.7,77.9,0.7,2.9,0,
20140828,강동,25.3,20.7,31.4,66.2,45.1,79.7,1.5,4.4,0,
20140828,강북,25.5,20.7,31.8,61,37.8,78.1,0.9,5.7,0,
20140828,강서,25.6,21.9,30.5,66.2,45.3,84.7,2.3,5.4,0,
20140828,관악,25.2,21.2,31.8,59.9,31.7,72,1,3.6,0,
20140828,광진,25.3,20.3,32.1,63.1,36.7,75.8,1.9,4.9,0,
20140828,구로,25.4,21.4,31.2,66.7,37.6,82,2.6,5.7,0,
20140828,금천,25.6,21.4,31.9,69.8,43.8,85.9,2.2,4.7,0,
20140828,남산,24.2,18.8,30.3,78,53,93.9,1.5,4.5,0,
20140828,노원,25.3,20.1,31.9,68.8,42.4,91.5,0.9,2.7,0,
20140828,도봉,24.3,18.5,31.8,70,39.6,91.2,0.4,3.1,0,
20140828,동대문,25.2,20.7,31.4,63.7,36.5,77.9,1.9,4.6,0,
20140828,동작,25.5,21.2,31,58.9,32.3,74.8,1.9,4.1,0,
20140828,마포,25.4,21.2,32.4,65.3,40.2,83.8,1,3.4,0,
20140828,서대문,24.5,20.6,29.8,69,49.7,87.5,2,5.2,0,
20140828,서초,25.9,21.2,32.2,62.2,37.1,76.5,1.5,4.3,0,
20140828,성동,25.3,20.4,32.1,56.5,28.2,72.6,1.8,5,0,
20140828,성북,25.2,20.2,31.7,63.9,37.8,80.4,0.7,4,0,
20140828,송파,24.9,19.2,31.3,65.2,42.1,84.8,1,3.1,0,
20140828,양천,25.7,21.6,31.2,61.4,38.1,76.6,1.5,3.9,0,
20140828,영등포,25.5,21.8,31.4,65.3,41.4,83.1,2.1,4.4,0,
20140828,용산,25.8,21.3,32.8,62.1,32.1,76.6,1.7,4.1,0,
20140828,은평,25.2,21.2,30.9,56.3,38.4,68.6,2,5,0,
20140828,종로,25.7,21.2,32.1,63.1,39.2,78,0.8,3.1,0,
20140828,중구,24.6,20.2,31.7,64.5,35.8,80.1,0.7,4.3,0,
20140828,중랑,24.9,20.5,31.3,64.1,36.7,75.8,1.7,5,0,
20140829,강남,26.8,21.2,30.5,61.5,44.1,89.3,0.5,2.7,5.5,
20140829,강동,27.3,23.2,30.6,60.4,43,86.1,1.3,4.5,0,
20140829,강북,27.8,23.5,31,57.6,43.8,80.5,1.5,4.2,0,
20140829,강서,26.5,21.2,30.2,68.6,53.9,88.1,1.3,5.3,1,
20140829,관악,26.7,17.5,31.1,56.6,37.3,87.7,1.1,8.2,34.5,
20140829,광진,27.6,23,30.9,59.2,41.3,87.2,1.8,4.5,1,
20140829,구로,26.9,20.2,30.3,65.8,46.4,90.2,1.7,7.8,0,
20140829,금천,27.1,20.5,31.1,67,46.8,92.4,2,10,4.5,
20140829,남산,25.8,19.8,30.5,76.4,59.4,99.9,1.6,5.1,1.5,
20140829,노원,27.7,22.8,31.3,64.2,48.4,87.2,1.1,2.9,0,
20140829,도봉,27.1,21.8,31.4,64.8,50.1,89.9,0.5,2.9,0,
20140829,동대문,27.7,23.6,30.9,58,43.5,78.7,1.9,5,0,
20140829,동작,27.2,21.2,31.2,56.6,38.2,85.2,1.6,6.3,1.5,
20140829,마포,25.9,20.5,30.8,71.9,49.5,95.3,0.8,3.9,6.5,
20140829,서대문,25.7,20.8,30,72.3,50.6,96.3,1.2,5.6,2.5,
20140829,서초,27.2,19.8,31.3,62.3,41.9,99.9,1.7,8.1,20,
20140829,성동,27.6,21.3,32.3,52.4,33.5,87.9,1.7,5.1,1.5,
20140829,성북,27.6,23.3,31.1,59.3,45,85.3,1.1,3.8,0,
20140829,송파,27.3,23.1,30.2,57.3,39.6,83.3,1.1,3.3,0,
20140829,양천,27,22.6,31.2,63,46.4,81.4,1.2,4.3,3,
20140829,영등포,26.6,22.1,30.2,68,52,84.6,1.9,5.9,1,
20140829,용산,27.5,21.8,31.4,61.3,43.7,87.6,1.5,7.6,18,
20140829,은평,26.4,22.5,31,56.3,40.1,73.9,1.4,5.4,0,
20140829,종로,27.6,22,32.1,61.9,43.9,89.4,0.9,3.2,6.5,
20140829,중구,26.4,21.1,30.6,62.6,43.8,91.8,0.9,5.4,0.5,
20140829,중랑,27.1,22.8,30.5,60,44.2,87,1.2,4.9,1,
20140830,강남,25,21.1,30,67.5,42.1,89.8,0.4,2.7,0,
20140830,강동,25.9,21.7,30.4,65,42.4,86.2,1.2,4.7,0,
20140830,강북,25.9,21.6,31,61.9,39.9,76.5,1.1,4.4,0,
20140830,강서,25.6,21.5,31,68.2,42.9,90.5,1.7,4.4,0,
20140830,관악,25.1,21.1,30.5,62.8,30.6,88.2,1,3.5,0,
20140830,광진,25.8,21.4,30.8,63.2,41.1,86.7,1.8,4.6,0,
20140830,구로,25.4,22,29.9,68.7,39.3,90.2,2,5.4,0,
20140830,금천,25.3,21.3,31,72.8,40.7,92.8,1.7,4.4,2.5,
20140830,남산,24.5,19.4,30,79.3,55.8,99.9,1.5,4.5,0,
20140830,노원,26.1,21.4,31.8,67.1,43.5,86.9,0.9,2.9,0,
20140830,도봉,25.3,19.4,31.1,68.7,43.9,90.4,0.4,3.5,0,
20140830,동대문,25.9,21.3,31,63.3,41.7,78.4,2,5,0,
20140830,동작,25.6,21.9,30,61,35.4,84.3,1.9,3.9,0,
20140830,마포,25.1,20.6,31.1,69.3,41.3,95.3,0.9,4.7,0,
20140830,서대문,24.7,20.8,30.4,70.4,45.7,97.1,1.5,5.5,0,
20140830,서초,25.8,20.9,31.1,65,36.2,89.3,1.6,4.9,0,
20140830,성동,25.9,21.2,31.7,58,29.6,88.8,1.7,5.1,0,
20140830,성북,25.7,21.4,31,65.1,41.1,84.6,0.8,4,0,
20140830,송파,25.5,20.1,30.2,63.7,37.9,85.2,0.9,3.2,0,
20140830,양천,25.9,22.3,31.4,62.6,37.2,83.9,1.2,3.9,0,
20140830,영등포,25.6,22.1,30.5,67.3,42,89.5,2,4.2,0,
20140830,용산,25.9,21.8,31.2,64.1,39.3,89.8,1.5,3.9,0,
20140830,은평,25.3,21.4,30.2,57.9,32.9,75.7,1.2,4.6,0,
20140830,종로,25.7,21.8,31.3,65.4,40.1,90.7,0.8,3,0,
20140830,중구,24.8,20.8,30.1,66.2,41.8,94.2,0.8,4,0,
20140830,중랑,25.4,21.3,30.9,63.9,42.1,86.3,1.3,4.3,0,
20140831,강남,23.2,22.2,24.3,79.6,77.2,82.6,0,0.5,0,
20140831,강동,23.4,22.6,24.7,80.1,74,84.6,0.2,2.2,0,
20140831,강북,23.6,22.6,24.5,77.1,73.7,78.9,0.6,2.4,0,
20140831,강서,23.5,23,24.1,85.3,79.5,88.9,0.5,1.2,0,
20140831,관악,23.9,23.4,24.4,71.1,67.7,74.7,0.4,1.2,0,
20140831,광진,23.4,22.6,24.6,77.7,74.7,80.6,1.6,3.4,0,
20140831,구로,24,23.4,24.6,81.7,78.4,84.7,0.6,2.2,0,
20140831,금천,23.2,22.7,24.1,87.7,84.9,89.4,1.1,2.2,0,
20140831,남산,22.2,21.5,22.6,94.7,91.8,97.6,1,1.5,0,
20140831,노원,23.1,22.5,24.3,88,84.6,91.1,0.6,1.4,0,
20140831,도봉,22.2,21.1,23.5,85.4,82.8,87.1,0,0,0,
20140831,동대문,23.7,22.9,24.8,77.1,74.6,79.6,1.8,3,0,
20140831,동작,24.2,23.7,24.8,72.4,68.8,76.8,0.6,2.1,0,
20140831,마포,22.8,22.2,23.4,87.7,84,90.4,0.1,0.9,0,
20140831,서대문,22.7,22.2,23,89.1,83.9,91.7,1,3.8,0,
20140831,서초,24,23.1,25.7,75.4,66.7,80.4,1.3,2.2,0,
20140831,성동,23.7,22.7,24.5,73.9,71.4,78,1.3,2.6,0,
20140831,성북,23.5,22.7,24.6,78.2,76.8,80.1,0.3,1.9,0,
20140831,송파,22.5,21.6,24,82,77.2,86,0.1,0.9,0,
20140831,양천,23.9,23.1,24.5,78.6,74.7,84.9,0.4,1.9,0,
20140831,영등포,23.8,23.2,24.1,83.6,80.5,87.1,0.6,1.4,0,
20140831,용산,24.2,23.7,24.5,78.1,77.2,78.9,0.7,1.7,0,
20140831,은평,23.4,23,24.1,71.2,65.7,72.8,0.8,2.7,0,
20140831,종로,24,23.5,24.6,79.7,78.3,80.7,0,0.8,0,
20140831,중구,22.5,21.9,23.2,83.8,82.7,84.9,0,0,0,
20140831,중랑,23.8,22.9,24.4,76.8,73.5,79.1,0.7,1.9,0,
20140901,강남,26,21.9,30.4,67,48,90.1,0.3,3.1,3.5,
20140901,강동,26.6,23.2,30.5,66.1,48.6,88.3,1,5.7,4.5,
20140901,강북,27.2,24.2,30.3,59,45.6,73.9,1.2,4.2,0,
20140901,강서,27,24.3,30.4,64.9,52.8,81,1.6,5.1,0,
20140901,관악,25.6,22.3,30.5,63,37.4,87,0.9,2.9,12,
20140901,광진,26.4,23,31.1,66.7,46.2,89.3,1.4,4.7,7,
20140901,구로,25.9,22.8,30.7,70.4,46.1,88.3,1.6,7,0,
20140901,금천,26,23,31.8,71.9,44.7,91.5,1.6,5.7,5,
20140901,남산,24.8,19.9,29.7,82.1,65.2,99.9,1.5,3.9,19.5,
20140901,노원,27.3,23.6,32.2,66.5,47.3,88.1,1,3.4,0,
20140901,도봉,26.8,22.3,30.4,63.9,49.2,85.1,0.6,3.2,0,
20140901,동대문,26.4,21.8,30.9,68.2,46.7,94.1,1.5,10.3,15.5,
20140901,동작,26,21.9,30.1,64.9,43.4,87.9,1.5,5.3,6.5,
20140901,마포,26.8,23.8,30.3,64.7,51.1,80.5,1.1,4.5,0,
20140901,서대문,26,22.8,29.1,67.7,55.5,83.7,0.9,5.5,0,
20140901,서초,26.6,22.6,31.4,65.9,42.6,99.9,1.7,5.3,9,
20140901,성동,26.2,21.2,30.6,61.7,38.4,92.5,1.6,5.1,17,
20140901,성북,26.6,22.9,30.8,65.8,46.1,87.9,0.8,5.1,0,
20140901,송파,26.8,23.2,30.1,60.9,45.5,78.9,1,3.5,0,
20140901,양천,26.8,24.4,31.7,62.1,44.8,79.1,1.2,4.3,0,
20140901,영등포,26.6,24,30.2,66.8,53.8,81.7,2,4.8,0,
20140901,용산,26.5,22.2,30.9,66.7,47.2,91.8,1.3,4,14,
20140901,은평,26.6,23.7,30.2,54.6,42.8,68.5,1.3,4.7,0,
20140901,종로,26.7,23.3,30.4,65.6,49.2,90.4,0.4,3.4,6.5,
20140901,중구,25.1,21,29.6,70.2,50.7,94.4,0.6,5.1,10,
20140901,중랑,25.9,22,30.4,67.7,48.4,90.5,1,4.4,21,
20140902,강남,24.1,21.8,27.8,71.4,54.6,83.9,0.1,2.2,1,
20140902,강동,24.5,22.3,27.8,70.6,54.6,82.4,1,4.3,0.5,
20140902,강북,24.7,22.3,28.5,64.4,46.2,77.4,1.4,4.8,0.5,
20140902,강서,25.1,23.1,28.3,68.8,53.5,83.6,2.3,5.2,0.5,
20140902,관악,24.2,22,28.3,64.7,42.3,86.2,0.9,3.5,0.5,
20140902,광진,24.4,21.7,28.6,69.5,51,83.1,1.7,5,1,
20140902,구로,24.6,22.6,27.9,70.9,50.7,85.5,2.6,6.6,0,
20140902,금천,24.4,22.1,28.6,73.9,53,90.7,1.9,4.8,0,
20140902,남산,23.1,20,27.4,85.3,69.7,99.8,1.5,4.5,0,
20140902,노원,24.6,21.8,29.4,73.5,52.1,95.1,0.9,3.2,1,
20140902,도봉,23.6,20.3,28,73.8,51.8,93.9,0.5,3.1,0.5,
20140902,동대문,24.5,22,27.8,68.6,51.2,84.1,2.2,4.8,0.5,
20140902,동작,24.4,22.4,28,66.1,46.7,82.3,1.9,5.1,0.5,
20140902,마포,24.7,22.5,28.2,68,52.3,81.7,1.3,4.7,0.5,
20140902,서대문,24,21.9,27.2,70.4,55.2,84.2,3.4,6.6,0,
20140902,서초,24.8,22.4,28.6,69.3,47.8,99.9,1.5,4.1,1,
20140902,성동,24.5,21.5,28.9,64.8,41.9,84.4,1.8,4.2,1,
20140902,성북,24.5,21.9,28.2,68.4,50.3,84.8,0.9,4.3,0,
20140902,송파,24.3,21.9,28,68,52.3,81.8,0.8,3.3,0.5,
20140902,양천,24.9,22.8,28.4,66.2,48.5,77.8,1.5,5.2,0.5,
20140902,영등포,24.9,22.8,28.5,69.5,52.2,81.3,2.3,5,0.5,
20140902,용산,24.8,22.3,28.3,68.7,51.9,84,1.6,4.5,1,
20140902,은평,24.6,22.6,27.8,58.3,42.7,73.2,2.2,4.9,0.5,
20140902,종로,25,22.5,29,67.1,50.5,83.2,0.8,3.9,0.5,
20140902,중구,23.5,20.3,27.5,73.1,54.1,94.2,0.6,4.2,1,
20140902,중랑,24.2,21.7,27.7,68.9,52.7,80.3,1.3,4,1,
20140903,강남,20.2,19.1,21.1,95.7,91.4,98.4,1,3.2,56.5,
20140903,강동,20.8,19.8,21.6,97,91.4,99.6,1.6,4.9,55,
20140903,강북,20.4,19.3,21.8,94.2,91.4,96.8,0.8,3.2,63,
20140903,강서,20.5,19.7,21.9,94,88.2,98,2.1,5.5,55.5,
20140903,관악,20.5,19.9,21.4,89.6,87.1,90,1.3,3.3,47,
20140903,광진,20.7,19.9,21.4,93.2,89.9,96.8,1.6,4.5,56.5,
20140903,구로,20.3,19.7,21.1,99.1,96.1,99.9,2.6,5.7,0,
20140903,금천,20.6,19.8,21.7,98.6,95.8,99.1,1.9,5,58.5,
20140903,남산,19.7,18.9,20.5,99.9,99.9,99.9,1.1,3.3,4.5,
20140903,노원,20.5,19.5,21.3,99.9,99.9,99.9,0.7,2.6,69.5,
20140903,도봉,20,18.9,20.7,99.3,98.6,99.9,0.1,1.9,73.5,
20140903,동대문,20.5,19.3,21.3,96.3,92.7,99.3,2,4.2,55,
20140903,동작,20.6,19.5,21.3,90.7,85.9,94.8,2.2,5,59.5,
20140903,마포,20.3,19.4,21.6,95.5,87.8,99.1,0.9,4,52,
20140903,서대문,19.8,18.9,20.5,98.6,93.2,99.9,2.5,9.2,50.5,
20140903,서초,21.6,20.7,22.4,89.4,86.1,99.9,1.6,3.8,57.5,
20140903,성동,20.5,19.7,21.4,90.6,87.2,93.9,1.9,3.9,50,
20140903,성북,20.4,19.2,21.3,96.8,93.1,99.9,1,3.5,0,
20140903,송파,20.9,19.9,21.6,93.3,88.4,96.5,1.1,3,54.5,
20140903,양천,20.8,20,21.8,89.4,85.5,94,1.5,4.2,59.5,
20140903,영등포,20.6,19.8,21.4,94,88.8,98.6,2.8,5.3,60,
20140903,용산,20.6,19.9,21.3,92.8,89.9,96.4,1.8,4,57,
20140903,은평,20.4,19.3,21.7,85.1,77.1,88.9,2.2,5.9,48,
20140903,종로,20.7,19.7,21.5,94.1,89.8,99,1.3,2.7,62,
20140903,중구,19.5,18.5,20.4,99.2,97.8,99.8,1.3,3.7,58,
20140903,중랑,20.4,19.5,21.3,94,90.2,97.5,1.9,5.8,50,
20140904,강남,22.9,19.4,27.2,74.8,55.1,92.1,1,3.8,0,
20140904,강동,23.6,19.6,28.2,75.2,51.9,93.8,1.7,5.4,0,
20140904,강북,23.4,18.6,28.7,72.2,48,92,1,5.3,0,
20140904,강서,23.5,19.6,28.1,75.1,54.2,93.1,1.7,5.5,0,
20140904,관악,22.9,19.1,27.6,70.2,48,87.2,1.3,5.3,0,
20140904,광진,23.5,18.9,28.2,73.8,51.3,92.3,1.6,5.3,0,
20140904,구로,23,18.9,27.3,80.4,56.6,99.9,2.1,6.6,0,
20140904,금천,23.1,18.7,27.6,81.4,58.7,99.1,2,5.5,0,
20140904,남산,22.2,17.6,27.2,88.7,69.9,99.9,1.3,4.7,0,
20140904,노원,23.6,18.6,29.5,80,52,99.9,1.1,3.9,0,
20140904,도봉,22.6,17.5,28.6,79.3,52.3,99.6,0.6,3.4,0,
20140904,동대문,23.5,18.9,28.7,74.3,50,96.4,1.9,6.4,0,
20140904,동작,23.5,19.7,27.9,70.5,49,88,1.8,6.2,0,
20140904,마포,23,18.9,27.7,77.6,53.6,98.4,0.9,4.1,0,
20140904,서대문,22.6,17.8,27.7,80.8,55,99.9,0.8,5.5,0,
20140904,서초,24,19.4,28.9,72.2,50,90.5,1.8,6,0,
20140904,성동,23.5,19.6,28.7,69,44.3,88.2,2.1,6.4,0,
20140904,성북,23.4,19.1,28.6,74.9,48.8,94.5,1,5.4,0,
20140904,송파,23.6,19.4,28.4,71.7,47.8,92,1.3,4.7,0,
20140904,양천,23.5,19.4,28.5,72.6,49.9,91.1,1,4,0,
20140904,영등포,23.2,19.3,27.4,76.8,56.1,93.7,2.2,5.8,0,
20140904,용산,23.4,19.1,28.2,73.9,51.7,92.5,1.7,5.2,0,
20140904,은평,22.9,18.7,27.6,68.2,44.5,87.3,1.6,6,0,
20140904,종로,23.3,18.6,28.3,75.1,52.2,94.8,1.1,4,0,
20140904,중구,22.4,17.6,27.3,77.1,53.1,97.8,1.2,5.5,0,
20140904,중랑,23.1,18.9,27.6,74.4,50.8,92,1.7,5,0,
20140905,강남,24.4,20.4,29.6,72,43.2,92.2,0.8,4,0,
20140905,강동,25,20.2,30.1,71.6,43.8,95.7,1,4.8,0,
20140905,강북,24.7,20.2,30.4,69.6,43.9,88.2,0.8,4,0,
20140905,강서,24.5,21.6,28.9,77.4,50.6,91.5,1.2,5.3,0,
20140905,관악,24.5,20.7,29.7,65.9,36.2,85.2,1.1,3.6,0,
20140905,광진,24.9,20.2,30.4,70.3,39.1,93.6,1.5,4.5,0,
20140905,구로,24.4,20.7,29,78.7,49.9,99.1,1.6,5.9,0,
20140905,금천,24.4,20.2,30.4,79.5,50.6,99.1,1.7,5.2,0,
20140905,남산,23.4,19.2,29,88.7,63,99.9,1,4.5,0,
20140905,노원,24.8,20.2,31.4,77.6,41.6,99.9,0.8,3.9,0,
20140905,도봉,23.6,18.5,30.6,76.9,41.5,96.7,0.5,2.9,0,
20140905,동대문,24.7,20,30.4,71.6,38.3,92.8,1.7,5.9,0,
20140905,동작,24.8,20.9,30.2,69.4,42.1,89.9,1.5,5.5,0,
20140905,마포,24.2,20.7,30,78.4,51,95.8,0.9,4.2,0,
20140905,서대문,23.8,20,29.5,80.8,52.9,99.9,0.7,4.9,0,
20140905,서초,25.4,21.1,30.6,68.7,38.1,90.1,1.6,5.6,0,
20140905,성동,24.8,20.5,30.3,65,32.4,88.4,1.5,4.4,0,
20140905,성북,24.7,20.4,30.2,71.9,43.2,91.9,0.9,4.5,0,
20140905,송파,25,19.5,30.7,68.3,38.8,92.3,1.1,4.1,0,
20140905,양천,24.7,21,30.3,72.1,45.7,89.8,1,4.8,0,
20140905,영등포,24.4,21.3,29.1,77.7,50.2,92.6,2,5.5,0,
20140905,용산,24.8,20.9,29.8,72.5,46,91.5,1.4,4.7,0,
20140905,은평,24.2,20.9,29.3,67.8,43.6,83.7,1.3,5.1,0,
20140905,종로,24.8,21,30.3,73.1,45.2,93.1,0.7,3.5,0,
20140905,중구,23.8,19.4,29.7,75,43.6,97.5,0.6,4.4,0,
20140905,중랑,24.7,20.5,29.6,70.9,33.4,91.8,1.4,6.8,0,
20140906,강남,25.8,21.2,31.4,66.6,40.6,87.7,0.7,4,0,
20140906,강동,26.3,21.5,32.2,67.1,40.7,88.9,1.1,3.8,0,
20140906,강북,26.2,21.5,32.2,61.9,37.1,80.8,0.8,3.6,0,
20140906,강서,25.4,21.5,31.2,69.2,36.9,91.7,1.2,3.3,0,
20140906,관악,26.1,22.2,31.1,54.6,25.3,77.1,1.2,3.8,0,
20140906,광진,26.5,21.6,33.5,63.5,36,85.3,1.2,4.2,0,
20140906,구로,26.2,22.6,31.3,66.4,36.2,91.5,1.5,4.6,0,
20140906,금천,26.2,22.1,32,67.3,36.2,89.4,1.6,4.6,0,
20140906,남산,24.9,20.4,30.6,83.2,61.5,99.9,1.2,3.4,0,
20140906,노원,26.2,21.3,33,72.1,40.6,97.3,0.9,3.7,0,
20140906,도봉,25.3,20.3,32.2,70.5,40.5,90.7,0.5,2.6,0,
20140906,동대문,26.2,21.2,32.3,65.7,38.8,88.8,1.5,3.7,0,
20140906,동작,26.3,22.4,31.7,60.5,28.9,82,1.5,4.7,0,
20140906,마포,25.5,21.2,31.8,66.4,37.6,91.2,0.7,3.8,0,
20140906,서대문,25.1,20.6,30.7,68.2,43.8,94.2,0.9,4.3,0,
20140906,서초,26.9,22.2,32.5,60.2,31.6,82.6,1.5,4.3,0,
20140906,성동,26.2,21.6,32.1,60.4,30.2,83.6,1.4,4.2,0,
20140906,성북,26.3,21.7,32.3,65.1,37.2,86.8,0.8,3.9,0,
20140906,송파,26.2,20.9,32.7,63.6,33.3,88.6,0.8,3.6,0,
20140906,양천,26.3,22.3,32,62,32.2,86.8,1,4.7,0,
20140906,영등포,25.7,21.8,30.9,68.3,34.5,91.6,1.9,4.9,0,
20140906,용산,26.5,22.4,32.1,63.4,37.2,81.8,1.5,4.7,0,
20140906,은평,25.5,21.2,30.9,54.3,33.8,72.3,1,4.3,0,
20140906,종로,26.3,21.9,32.4,64.4,39.2,81.8,0.7,3.5,0,
20140906,중구,25.3,20.7,31.4,67,41,86.5,0.6,4.5,0,
20140906,중랑,26,21.3,32.1,64.6,39.2,85.7,1.2,3.8,0,
20140907,강남,25.1,20.6,31.1,73.5,43.7,90.4,0.4,3.4,0,
20140907,강동,25.8,20.8,32.5,71.7,40.7,91.7,0.7,4,0,
20140907,강북,25.9,21.2,31.8,67.1,43.4,84.9,0.7,3.6,0,
20140907,강서,24.9,20.9,30.2,77.3,51.1,92.9,1.1,3.7,0,
20140907,관악,25.6,21.9,31.2,62.6,36.8,77.7,0.9,4.1,0,
20140907,광진,25.9,20.8,32.8,69.3,40.1,88.8,0.9,3.5,0,
20140907,구로,25.5,21.6,31.2,74.2,46.2,89,1.2,5.7,0,
20140907,금천,25.5,20.8,31.7,76.1,48.6,92.9,1.4,4.4,0,
20140907,남산,24.6,19.5,31,88.5,63.5,99.9,1.3,3.6,0,
20140907,노원,25.8,20.6,33.1,77,42.8,99.9,0.7,2.8,0,
20140907,도봉,24.6,19.1,32.5,76.1,45.4,96.5,0.3,2.5,0,
20140907,동대문,25.6,20.5,32.4,71.2,41.6,91.6,1.3,3.8,0,
20140907,동작,25.9,22,31.1,67.8,40.3,84.5,1.3,4.2,0,
20140907,마포,24.9,20.3,31.7,76,42.8,92.4,0.7,4,0,
20140907,서대문,24.8,20.1,31.1,76.6,47.1,94.2,0.6,4.2,0,
20140907,서초,26.3,21.7,32.5,68,43,85.4,1.4,4.4,0,
